Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
2 XBox 360 Games,85871,DRUG TASK FORCE,12/18/2014,$26.00,$0.00,0.23,$5.98,$5.98,Successful,12/18/2014,,TF-316-071C,,,Money Order,$3000,$0.00,$20.02,Enterprise,0
2 XBox 360 Games,85872,DRUG TASK FORCE,12/18/2014,$13.00,$0.30,0.23,$2.99,$2.99,Successful,12/23/2014,,TF-316-071D,,,3631172128,$3000,$0.00,$10.01,Enterprise,0
New Era Hat,85878,DRUG TASK FORCE,12/18/2014,$11.00,$0.25,0.23,$2.53,$2.53,Successful,12/22/2014,,TF-316-089C,,,3631117315,$3000,$0.00,$8.47,Enterprise,0
New Era Hat,85879,DRUG TASK FORCE,12/18/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,12/22/2014,,TF-316-089E,,,3631117324,$3000,$0.00,$4.62,Enterprise,0
New Era Hat,85880,DRUG TASK FORCE,12/18/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,12/24/2014,,TF-316-089D,,,3631253057,$3000,$0.00,$4.62,Enterprise,0
Apple iPad 2,85883,DRUG TASK FORCE,12/18/2014,$285.00,$6.56,0.23,$65.55,$65.55,Successful,12/22/2014,,TF-316-083,,,3631092260,$3000,$0.00,$219.45,Enterprise,0
Apple iPad 2,85884,DRUG TASK FORCE,12/18/2014,$288.00,$6.62,0.23,$66.24,$66.24,Successful,12/22/2014,,TF-316-082,,,3631092265,$3000,$0.00,$221.76,Enterprise,0
XBox 360 w/Kinect,85885,DRUG TASK FORCE,12/18/2014,$180.00,$0.00,0.23,$41.40,$41.40,Successful,12/18/2014,,TF-316-069,,,Money Order,$3000,$0.00,$138.60,Enterprise,0
Basketball Sports Cards,85886,DRUG TASK FORCE,12/18/2014,$103.00,$2.37,0.23,$23.69,$23.69,Successful,12/18/2014,,TF-316-106,,,3630915626,$3000,$0.00,$79.31,Enterprise,0
Sony PSP,85888,DRUG TASK FORCE,12/18/2014,$37.00,$0.00,0.23,$8.51,$8.51,Successful,12/18/2014,,TF-316-066,,,Money Order,$3000,$0.00,$28.49,Enterprise,0
Nintendo DS Lite,85889,DRUG TASK FORCE,12/18/2014,$23.00,$0.00,0.23,$5.29,$5.29,Successful,12/18/2014,,TF-316-068,,,Money Order,$3000,$0.00,$17.71,Enterprise,0
HP Computer System,85890,DRUG TASK FORCE,12/18/2014,$91.00,$2.09,0.23,$20.93,$20.93,Successful,12/24/2014,,TF-316-050,,,3631253044,$3000,$0.00,$70.07,Enterprise,0
20 DVD's,85893,DRUG TASK FORCE,12/18/2014,$25.00,$0.58,0.23,$5.75,$5.75,Successful,12/22/2014,,TF-316-081C,,,3631115337,$3000,$0.00,$19.25,Enterprise,0
20 DVD's,85894,DRUG TASK FORCE,12/18/2014,$25.00,$0.58,0.23,$5.75,$5.75,Successful,12/22/2014,,TF-316-081D,,,3631092270,$3000,$0.00,$19.25,Enterprise,0
DVD's & Blu-ray Discs,85895,DRUG TASK FORCE,12/18/2014,$42.00,$0.97,0.23,$9.66,$9.66,Successful,12/23/2014,,TF-316-081E,,,3631172908,$3000,$0.00,$32.34,Enterprise,0
2006 Chevrolet Impala,85907,OFM-POLICE,12/15/2014,$475.00,$0.00,0.23,$109.25,$109.25,Successful,12/23/2014,80003971,,1135 JF,,Money Order,$3000,$0.00,$365.75,Enterprise,0
1995 Ford Crown Victoria,85908,LAKEWOOD,12/15/2014,$400.01,$0.00,0.23,$92.00,$92.00,Successful,12/15/2014,,,LW-7,,Cashiers Check,$3000,$0.00,$308.01,General Fund,0
2001 Ford Crown Victoria,85909,LAKEWOOD,12/15/2014,$385.00,$0.00,0.23,$88.55,$88.55,Successful,12/15/2014,,,LW-22,,Cashiers Check,$3000,$0.00,$296.45,General Fund,0
1981 Ford Dump Truck,85910,LAKEWOOD,12/15/2014,$1725.00,$39.68,0.23,$396.75,$396.75,Successful,12/31/2014,,,LW-15,,3631583142,$3000,$0.00,$1328.25,General Fund,0
1999 Nissan Pathfinder,85911,POLICE STATE DRUG FUND,12/15/2014,$1045.00,$0.00,0.23,$240.35,$240.35,Successful,12/15/2014,,,,110137,Cashiers Check,$3000,$145.00,$659.65,Enterprise,0
2000 Chrysler Voyager,85912,POLICE STATE DRUG FUND,12/15/2014,$766.00,$17.62,0.23,$176.18,$176.18,Successful,12/15/2014,,,,132609,3630696790,$3000,$145.00,$444.82,Enterprise,0
1996 Chevrolet Tahoe,85913,POLICE STATE DRUG FUND,12/15/2014,$1231.26,$0.00,0.23,$283.19,$283.19,Successful,12/22/2014,,,,144670,Cashiers Check,$3000,$135.00,$813.07,Enterprise,0
2000 Nissan Pathfinder,85914,POLICE STATE DRUG FUND,12/15/2014,$1011.00,$0.00,0.23,$232.53,$232.53,Successful,12/18/2014,,,,110138,Cashiers Check,$3000,$145.00,$633.47,Enterprise,0
2001 Nissan Maxima,85915,POLICE STATE GAMBLING FORFEITURE,12/15/2014,$999.01,$0.00,0.23,$229.77,$229.77,Successful,12/17/2014,,,,679493,Cashiers Check,$3000,$105.00,$664.24,Enterprise,0
Metal Table,85936,METRO ACTION,12/16/2014,$7.00,$0.16,0.23,$1.61,$1.61,Successful,12/18/2014,,MAC-84301,,,3630920064,$3000,$0.00,$5.39,Enterprise,0
33 Dell Computers,85937,SHERIFF,12/16/2014,$825.00,$0.00,0.23,$189.75,$189.75,Successful,12/22/2014,,"86749, 86775, 86751, 86773, 86640, 86766, 86615, 86619, 86641, 86768, 86748, 86661, 86722, 86613, 86618, 86623, 86720, 86633, 86634, 86695, 86614, 86752, 86729, 86662, 86682, 86663, 86769, 86758, 86685, 86750, 86627, 86754, 86753",,,Cashiers Check,$3000,$0.00,$635.25,General Fund,0
Baja 50 4-Wheeler,85939,POLICE STATE FELONY FORFEITURE,12/18/2014,$351.10,$8.08,0.23,$80.75,$80.75,Successful,12/22/2014,,IM-961836,,,3631098576,$3000,$95.00,$175.35,Enterprise,0
Christmas Wreath,85959,NASHVILLE CONVENTION CTR,12/18/2014,$11.00,$0.25,0.23,$2.53,$2.53,Successful,12/22/2014,,NCC-76386B,,,3631126875,$3000,$0.00,$8.47,Enterprise,0
Christmas Wreath,85960,NASHVILLE CONVENTION CTR,12/18/2014,$13.00,$0.30,0.23,$2.99,$2.99,Successful,12/23/2014,,NCC-75648B,,,3631175412,$3000,$0.00,$10.01,Enterprise,0
Christmas Wreath,85962,NASHVILLE CONVENTION CTR,12/18/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,12/23/2014,,NCC-76386C,,,3631175416,$3000,$0.00,$4.62,Enterprise,0
Christmas Wreath,85965,NASHVILLE CONVENTION CTR,12/18/2014,$18.00,$0.41,0.23,$4.14,$4.14,Successful,12/18/2014,,NCC-76386E,,,3630915629,$3000,$0.00,$13.86,Enterprise,0
Christmas Decorations,85966,NASHVILLE CONVENTION CTR,12/18/2014,$37.00,$0.85,0.23,$8.51,$8.51,Successful,12/22/2014,,NCC-75648A,,,3631125717,$3000,$0.00,$28.49,Enterprise,0
"Vacant Land - 1818 Scovel Street, Nashville, TN 37208",85353,PUBLIC PROPERTY,12/03/2014,$19525.00,$0.00,0.03,$585.75,$585.75,Successful,01/16/2015,,AP15018,,,Cashiers Check,$3000,$0.00,$18939.25,General Fund,0
Dell Laptop,85389,ITS,11/25/2014,$120.00,$0.00,0.23,$27.60,$27.60,Successful,01/05/2015,,83870,,,Money Order,$3000,$0.00,$92.40,General Fund,0
Dell Laptop,85393,ITS,11/25/2014,$195.00,$0.00,0.23,$44.85,$44.85,Successful,01/05/2015,,83871,,,Money Order,$3000,$0.00,$150.15,General Fund,0
Dell Computer,85401,ITS,11/25/2014,$68.00,$0.00,0.23,$15.64,$15.64,Successful,01/05/2015,,83819,,,Money Order,$3000,$0.00,$52.36,General Fund,0
Dell Computer,85486,ITS,12/01/2014,$68.52,$0.00,0.23,$15.76,$15.76,Successful,01/05/2015,,83020,,,Money Order,$3000,$0.00,$52.76,General Fund,0
Dell Computer,85488,ITS,12/01/2014,$78.00,$0.00,0.23,$17.94,$17.94,Successful,01/05/2015,,83824,,,Money Order,$3000,$0.00,$60.06,General Fund,0
Dell Laptop,85491,ITS,12/01/2014,$141.00,$0.00,0.23,$32.43,$32.43,Successful,01/12/2015,,83859,,,Money Order,$3000,$0.00,$108.57,General Fund,0
Server,85499,ITS,12/01/2014,$318.00,$0.00,0.23,$73.14,$73.14,Successful,01/15/2015,,87461,,,Money Order,$3000,$0.00,$244.86,General Fund,0
3 Jewelry Boxes,85509,POLICE STATE FELONY FORFEITURE,12/01/2014,$8.50,$0.20,0.23,$1.96,$1.96,Successful,01/07/2015,,PSFF-35-009,,,3632034647,$3000,$0.00,$6.55,Enterprise,0
Carrel & Chairs,85549,PUBLIC LIBRARY,12/03/2014,$14.00,$0.32,0.23,$3.22,$3.22,Successful,01/15/2015,,"88312, 88313, 88636",,,3632691310,$3000,$0.00,$10.78,General Fund,0
Carrel & Chairs,85550,PUBLIC LIBRARY,12/03/2014,$42.00,$0.97,0.23,$9.66,$9.66,Successful,01/15/2015,,"88635, 88302, 88304, 88305, 88311",,,3632691316,$3000,$0.00,$32.34,General Fund,0
Carrel & Chairs,85551,PUBLIC LIBRARY,12/03/2014,$25.00,$0.58,0.23,$5.75,$5.75,Successful,01/15/2015,,"82553, 82554, 88637",,,3632691321,$3000,$0.00,$19.25,General Fund,0
Carrel & Chairs,85552,PUBLIC LIBRARY,12/03/2014,$27.00,$0.62,0.23,$6.21,$6.21,Successful,01/15/2015,,"82555, 82556, 88180",,,3632691324,$3000,$0.00,$20.79,General Fund,0
Table & Chairs,85553,PUBLIC LIBRARY,12/03/2014,$25.00,$0.58,0.23,$5.75,$5.75,Successful,01/15/2015,,"88300, 88301, 88682",,,3632691331,$3000,$0.00,$19.25,General Fund,0
9 Chairs,85555,PUBLIC LIBRARY,12/03/2014,$85.05,$1.96,0.23,$19.56,$19.56,Successful,01/15/2015,,"88643, 88644, 88645, 88646, 88314, 88306, 88307, 88308, 88270",,,3632691335,$3000,$0.00,$65.49,General Fund,0
Table,85597,SCHOOL BOARD WAREHOUSE,12/04/2014,$126.99,$2.92,0.23,$29.21,$29.21,Successful,01/05/2015,,SBS-7196A,,,3631795794,$3000,$0.00,$97.78,Enterprise,0
Light Fixtures,85662,FIRE,12/09/2014,$138.00,$3.17,0.23,$31.74,$31.74,Successful,01/06/2015,,89073,,,3631912362,$3000,$0.00,$106.26,General Fund,0
Projector,85674,PUBLIC LIBRARY,12/10/2014,$218.00,$0.00,0.23,$50.14,$50.14,Successful,01/28/2015,,89526,,,Money Order,$3000,$0.00,$167.86,General Fund,0
Ladies Pendant / Charm,85684,POLICE STATE FELONY FORFEITURE,12/02/2014,$40.00,$0.92,0.23,$9.20,$9.20,Successful,01/05/2015,,PSFF-035-001M,,,3631793860,$3000,$0.00,$30.80,Enterprise,0
One Pair of Diamond Earrings,85692,POLICE STATE FELONY FORFEITURE,12/08/2014,$745.00,$17.14,0.23,$171.35,$171.35,Successful,01/05/2015,,PSFF-035-054K,,,3631793863,$3000,$0.00,$573.65,Enterprise,0
2 Stainless Steel and Gold Diamond Bracelets,85694,POLICE STATE FELONY FORFEITURE,12/09/2014,$274.00,$6.30,0.23,$63.02,$63.02,Successful,01/05/2015,,PSFF-035-129,,,3631794056,$3000,$0.00,$210.98,Enterprise,0
Dell Computer,85731,DRUG TASK FORCE,12/10/2014,$52.01,$1.20,0.23,$11.96,$11.96,Successful,01/06/2015,,TF-321-004,,,3631880624,$3000,$0.00,$40.05,Enterprise,0
True Temper Wheel Barrow,85740,HEALTH,12/15/2014,$27.00,$0.62,0.23,$6.21,$6.21,Successful,01/05/2015,,83748C,,,3631825012,$3000,$0.00,$20.79,General Fund,0
Metal Folding Chair,85752,HEALTH,12/15/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,01/08/2015,,86447,,,3632088026,$3000,$0.00,$0.77,General Fund,0
Richo Copier,85753,HEALTH,12/15/2014,$69.01,$1.59,0.23,$15.87,$15.87,Successful,01/05/2015,,89587,,,3631826542,$3000,$0.00,$53.14,General Fund,0
Dell Laptop,85761,ITS,12/16/2014,$175.00,$0.00,0.23,$40.25,$40.25,Successful,01/28/2015,,87868,,,Money Order,$3000,$0.00,$134.75,General Fund,0
Dell Laptop,85763,ITS,12/16/2014,$145.00,$0.00,0.23,$33.35,$33.35,Successful,01/28/2015,,88590,,,Money Order,$3000,$0.00,$111.65,General Fund,0
Dell Laptop,85764,ITS,12/16/2014,$190.00,$0.00,0.23,$43.70,$43.70,Successful,01/28/2015,,88060,,,Money Order,$3000,$0.00,$146.30,General Fund,0
"Dell 17"" Monitor",85769,POLICE DEPARTMENT,12/16/2014,$11.00,$0.25,0.23,$2.53,$2.53,Successful,01/08/2015,,89333,,,3632061283,$3000,$0.00,$8.47,General Fund,0
"Dell 19"" Monitor",85773,POLICE DEPARTMENT,12/16/2014,$26.00,$0.60,0.23,$5.98,$5.98,Successful,01/14/2015,,89309,,,3632604755,$3000,$0.00,$20.02,General Fund,0
"Dell 19"" Monitor",85774,POLICE DEPARTMENT,12/16/2014,$27.31,$0.63,0.23,$6.28,$6.28,Successful,01/14/2015,,89342,,,3632604761,$3000,$0.00,$21.03,General Fund,0
Dell Laptop,85806,ITS,12/16/2014,$78.00,$0.00,0.23,$17.94,$17.94,Successful,01/05/2015,,83840,,,Money Order,$3000,$0.00,$60.06,General Fund,0
Dell Laptop,85808,ITS,12/16/2014,$103.00,$2.37,0.23,$23.69,$23.69,Successful,01/07/2015,,83874,,,3632039914,$3000,$0.00,$79.31,General Fund,0
Dell Laptop,85809,ITS,12/16/2014,$103.00,$0.00,0.23,$23.69,$23.69,Successful,01/05/2015,,83875,,,Money Order,$3000,$0.00,$79.31,General Fund,0
Dell Laptop,85810,ITS,12/16/2014,$63.99,$0.00,0.23,$14.72,$14.72,Successful,01/12/2015,,83235,,,Money Order,$3000,$0.00,$49.27,General Fund,0
Dell Laptop,85811,ITS,12/16/2014,$55.00,$0.00,0.23,$12.65,$12.65,Successful,01/12/2015,,77020,,,Money Order,$3000,$0.00,$42.35,General Fund,0
Dell Laptop,85812,ITS,12/16/2014,$68.00,$0.00,0.23,$15.64,$15.64,Successful,01/12/2015,,80710,,,Money Order,$3000,$0.00,$52.36,General Fund,0
Office Electronics,85817,ITS,12/11/2014,$330.00,$0.00,0.23,$75.90,$75.90,Successful,01/12/2015,,"88995, 88994, 88993, 88990, 88992, 88991, 88986, 88988, 88997, 88984, 88989, 88985, 89011, 88987, 88983",,,Money Order,$3000,$0.00,$254.10,General Fund,0
Office Electronics,85823,JIS,12/11/2014,$125.00,$2.88,0.23,$28.75,$28.75,Successful,01/13/2015,,"88942, 88943, 88941, 88934, 88931, 88939, 88940, 88944, 88932, 88928, 88926, 88924, 88925, 88927, 88929, 88935, 88955, 88959, 88964, 88963, 88960, 88962, 88961",,,3632484940,$3000,$0.00,$96.25,General Fund,0
Cabinet,85831,WATER SERVICES,12/17/2014,$8.00,$0.18,0.23,$1.84,$1.84,Successful,01/21/2015,,WS-80140,,,3633077112,$3000,$0.00,$6.16,Enterprise,0
Canon Image Prograf,85846,PUBLIC LIBRARY,12/17/2014,$117.00,$2.69,0.23,$26.91,$26.91,Successful,01/13/2015,,81983,,,3632484946,$3000,$0.00,$90.09,General Fund,0
Magazine Rack,85851,JIS,12/17/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,01/26/2015,,83755,,,3633399503,$3000,$0.00,$0.77,General Fund,0
2 XBox 360 Games,85869,DRUG TASK FORCE,12/18/2014,$23.00,$0.00,0.23,$5.29,$5.29,Successful,01/08/2015,,TF-316-071A,,,Cashiers Check,$3000,$0.00,$17.71,Enterprise,0
2 XBox 360 Games,85870,DRUG TASK FORCE,12/18/2014,$13.00,$0.00,0.23,$2.99,$2.99,Successful,01/08/2015,,TF-316-071B,,,Cashiers Check,$3000,$0.00,$10.01,Enterprise,0
3 XBox 360 Games,85873,DRUG TASK FORCE,12/18/2014,$10.00,$0.00,0.23,$2.30,$2.30,Successful,01/08/2015,,TF-316-071E,,,Cashiers Check,$3000,$0.00,$7.70,Enterprise,0
3 XBox 360 Games,85874,DRUG TASK FORCE,12/18/2014,$27.00,$0.00,0.23,$6.21,$6.21,Successful,01/08/2015,,TF-316-071F,,,Cashiers Check,$3000,$0.00,$20.79,Enterprise,0
3 XBox 360 Games,85875,DRUG TASK FORCE,12/18/2014,$27.00,$0.00,0.23,$6.21,$6.21,Successful,01/08/2015,,TF-316-071G,,,Cashiers Check,$3000,$0.00,$20.79,Enterprise,0
New Era Hat,85876,DRUG TASK FORCE,12/18/2014,$6.52,$0.15,0.23,$1.50,$1.50,Successful,01/27/2015,,TF-316-089A,,,3633525598,$3000,$0.00,$5.02,Enterprise,0
New Era Hat,85877,DRUG TASK FORCE,12/18/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,01/27/2015,,TF-316-089B,,,3633525601,$3000,$0.00,$1.54,Enterprise,0
Mitchell & Ness Hat,85882,DRUG TASK FORCE,12/18/2014,$5.00,$0.12,0.23,$1.15,$1.15,Successful,01/27/2015,,TF-316-089G,,,3633525609,$3000,$0.00,$3.85,Enterprise,0
20 DVD's,85891,DRUG TASK FORCE,12/18/2014,$25.00,$0.00,0.23,$5.75,$5.75,Successful,01/08/2015,,TF-316-081A,,,Cashiers Check,$3000,$0.00,$19.25,Enterprise,0
20 DVD's,85892,DRUG TASK FORCE,12/18/2014,$25.00,$0.00,0.23,$5.75,$5.75,Successful,01/08/2015,,TF-316-081B,,,Cashiers Check,$3000,$0.00,$19.25,Enterprise,0
Diswasher,85896,SCHOOL BOARD WAREHOUSE,01/05/2015,$37.00,$0.85,0.23,$8.51,$8.51,Successful,01/06/2015,,SBS-7233A,,,3631878721,$3000,$0.00,$28.49,Enterprise,0
Dishwasher,85897,SCHOOL BOARD WAREHOUSE,01/05/2015,$34.00,$0.78,0.23,$7.82,$7.82,Successful,01/12/2015,,SBS-7233B,,,3632358464,$3000,$0.00,$26.18,Enterprise,0
Overhead Projector w/Cart,85898,SCHOOL BOARD WAREHOUSE,01/05/2015,$29.01,$0.67,0.23,$6.67,$6.67,Successful,01/05/2015,,SBS-7236A,,,3631804578,$3000,$0.00,$22.34,Enterprise,0
Overhead Projector w/Cart,85899,SCHOOL BOARD WAREHOUSE,01/05/2015,$35.00,$0.80,0.23,$8.05,$8.05,Successful,01/05/2015,,SBS-7236B,,,3631804588,$3000,$0.00,$26.95,Enterprise,0
Range Hood,85900,SCHOOL BOARD WAREHOUSE,01/05/2015,$34.00,$0.78,0.23,$7.82,$7.82,Successful,01/05/2015,,SBS-7234,,,3631796291,$3000,$0.00,$26.18,Enterprise,0
Pallet of Paint,85901,SCHOOL BOARD WAREHOUSE,01/05/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,01/30/2015,,SBS-7242A,,,3633825197,$3000,$0.00,$24.64,Enterprise,0
Pallet of Paint,85902,SCHOOL BOARD WAREHOUSE,01/05/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,01/30/2015,,SBS-7242B,,,3633825204,$3000,$0.00,$20.79,Enterprise,0
Ladder,85903,SCHOOL BOARD WAREHOUSE,01/05/2015,$73.00,$1.68,0.23,$16.79,$16.79,Successful,01/15/2015,,SBS-7238,,,3632692401,$3000,$0.00,$56.21,Enterprise,0
6 ft. Ladder,85904,SCHOOL BOARD WAREHOUSE,01/05/2015,$47.00,$1.08,0.23,$10.81,$10.81,Successful,01/15/2015,,SBS-7239,,,3632692407,$3000,$0.00,$36.19,Enterprise,0
3 Power Tools,85905,SCHOOL BOARD WAREHOUSE,01/05/2015,$165.00,$3.80,0.23,$37.95,$37.95,Successful,01/05/2015,,SBS-7240,,,3631817805,$3000,$0.00,$127.05,Enterprise,0
Shop Vac,85906,SCHOOL BOARD WAREHOUSE,01/05/2015,$20.99,$0.00,0.23,$4.83,$4.83,Successful,01/15/2015,,SBS-7241,,,Cashiers Check,$3000,$0.00,$16.16,Enterprise,0
File Cabinet,85916,POLICE DEPARTMENT,01/05/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,01/12/2015,,89182,,,3632358652,$3000,$0.00,$8.47,General Fund,0
Finger Print Processor,85920,POLICE DEPARTMENT,01/05/2015,$53.00,$0.00,0.23,$12.19,$12.19,Successful,01/20/2015,,89172,,,Money Order,$3000,$0.00,$40.81,General Fund,0
Fellowes Shredder,85922,POLICE DEPARTMENT,01/05/2015,$20.00,$0.46,0.23,$4.60,$4.60,Successful,01/06/2015,,89186,,,3631880627,$3000,$0.00,$15.40,General Fund,0
Assorted Electronics,85923,POLICE DEPARTMENT,01/05/2015,$40.00,$0.92,0.23,$9.20,$9.20,Successful,01/12/2015,,"89202, 89203, 89192, 89190, 89193, 89205, 89187, 89185, 89188, 89194, 89177, 89196, 89199, 89198, 89189, 89195, 89197",,,3632358662,$3000,$0.00,$30.80,General Fund,0
File Cabinet,85924,HEALTH,01/05/2015,$40.00,$0.92,0.23,$9.20,$9.20,Successful,01/05/2015,,85865,,,3631808027,$3000,$0.00,$30.80,General Fund,0
File Cabinet,85925,HEALTH,01/05/2015,$37.13,$0.85,0.23,$8.54,$8.54,Successful,01/05/2015,,85625,,,3631846599,$3000,$0.00,$28.59,General Fund,0
3 File Cabinets,85926,HEALTH,01/05/2015,$25.00,$0.58,0.23,$5.75,$5.75,Successful,01/05/2015,,"85359, 85550, 86148",,,3631840363,$3000,$0.00,$19.25,General Fund,0
Wood's Freezer,85927,HEALTH,01/05/2015,$41.00,$0.94,0.23,$9.43,$9.43,Successful,01/06/2015,,82413,,,3631931844,$3000,$0.00,$31.57,General Fund,0
Table,86214,MDHA,01/20/2015,$2.00,$0.05,0.23,$0.46,$0.46,Successful,01/28/2015,,MDHA-81262,,,3633614854,$3000,$0.00,$1.54,Enterprise,0
4 File Cabinets,85928,GENERAL SERVICES,01/05/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,01/06/2015,,"87776, 87783, 87784, 87785",,,3631888874,$3000,$0.00,$20.79,General Fund,0
Tappan Stove,85929,TENNESSEE STATE FAIR,01/05/2015,$20.01,$0.46,0.23,$4.60,$4.60,Successful,01/28/2015,,SF-88451,,,3633592268,$3000,$0.00,$15.41,Enterprise,0
Server,85930,ITS,01/05/2015,$360.00,$0.00,0.23,$82.80,$82.80,Successful,01/15/2015,222164,89164,,,Money Order,$3000,$0.00,$277.20,General Fund,0
Server,85931,ITS,01/05/2015,$53.00,$1.22,0.23,$12.19,$12.19,Successful,01/08/2015,,89161,,,3632100397,$3000,$0.00,$40.81,General Fund,0
Server,85932,ITS,01/05/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,01/05/2015,,89162,,,3631807129,$3000,$0.00,$47.74,General Fund,0
Table,85933,METRO ACTION,01/05/2015,$6.51,$0.15,0.23,$1.50,$1.50,Successful,01/05/2015,,MAC-84303,,,3631812222,$3000,$0.00,$5.01,Enterprise,0
3 Book Shelves,85934,METRO ACTION,01/05/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,01/06/2015,,"MAC-84380, MAC-84381, MAC-84383",,,3631888878,$3000,$0.00,$24.64,Enterprise,0
3 File Cabinets,85935,METRO ACTION,01/05/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,01/05/2015,,"MAC-84375, MAC-84376, MAC-84378",,,3631808033,$3000,$0.00,$16.17,Enterprise,0
"Toshiba 53"" Television",85938,MDHA,01/06/2015,$5.00,$0.12,0.23,$1.15,$1.15,Successful,01/13/2015,,MDHA-81259,,,3632527666,$3000,$0.00,$3.85,Enterprise,0
3 Equipment Racks,85940,SURPLUS WAREHOUSE,01/06/2015,$11.13,$0.26,0.23,$2.56,$2.56,Successful,01/06/2015,,"89704, 89705, 89706",,,3631901317,$3000,$0.00,$8.57,General Fund,0
Justrite Acids & Corrosives Storage Cabinet,85941,SURPLUS WAREHOUSE,01/06/2015,$103.00,$2.37,0.23,$23.69,$23.69,Successful,01/06/2015,,89707,,,3631896556,$3000,$0.00,$79.31,General Fund,0
2 Gourmet Cup Holders,85942,SURPLUS WAREHOUSE,01/06/2015,$37.00,$0.00,0.23,$8.51,$8.51,Successful,01/15/2015,,89708,,,Cashiers Check,$3000,$0.00,$28.49,General Fund,0
Table,85943,SURPLUS WAREHOUSE,01/06/2015,$10.00,$0.23,0.23,$2.30,$2.30,Successful,01/06/2015,,89525,,,3631901323,$3000,$0.00,$7.70,General Fund,0
"Dell 17"" Flat Screen Monitor",85946,ITS,01/06/2015,$6.00,$0.14,0.23,$1.38,$1.38,Successful,01/08/2015,,89717,,,3632069687,$3000,$0.00,$4.62,General Fund,0
14 Dell Computers,85947,ITS,01/06/2015,$525.00,$12.08,0.23,$120.75,$120.75,Successful,01/06/2015,,"89703, 89721, 89720, 89719, 89722, 89723, 89728, 89725, 89726, 89727, 89731, 89730, 89729, 89724, 89718",,,3631899811,$3000,$0.00,$404.25,General Fund,0
Office Electronics,85948,ITS,01/06/2015,$415.00,$0.00,0.23,$95.45,$95.45,Successful,01/29/2015,,"89114, 89113, 88598, 89116, 89112, 88563, 89115, 89117, 89118, 88595, 88558, 88614, 88596, 87863, 88560, 88559, 88561",,,Money Order,$3000,$0.00,$319.55,General Fund,0
Fire Extinguishers,85949,WATER SERVICES,01/06/2015,$78.50,$1.81,0.23,$18.06,$18.06,Successful,01/11/2015,,WS-88893,,,3632340464,$3000,$0.00,$60.45,Enterprise,0
7 Laptop Vehicle Cradles,85950,WATER SERVICES,01/06/2015,$35.33,$0.81,0.23,$8.13,$8.13,Successful,01/09/2015,,"WS-89137, WS-89139, WS-89140, WS-89141, WS-89142, WS-89143, WS-89144",,,3632152805,$3000,$0.00,$27.20,Enterprise,0
Locating Equipment,85951,WATER SERVICES,01/06/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,01/06/2015,,"WS-89131, WS-89132, WS-89133, WS-89134, WS-89135",,,3631894840,$3000,$0.00,$47.74,Enterprise,0
Nautilus Treadmill,85952,PARKS,01/06/2015,$8.00,$0.18,0.23,$1.84,$1.84,Successful,01/14/2015,,81927,,,3632624880,$3000,$0.00,$6.16,General Fund,0
Stair Master Treadmill,85953,PARKS,01/06/2015,$9.01,$0.21,0.23,$2.07,$2.07,Successful,01/06/2015,,81928,,,3631904264,$3000,$0.00,$6.94,General Fund,0
Office Electronics,85954,CLERK & MASTER,01/06/2015,$21.00,$0.00,0.23,$4.83,$4.83,Successful,01/13/2015,,"81005, 81009, 81019, 81020, 81028, 81029, 81030, 81031, 81032, 81033, 81034, 81959, 81960, 81961, 81962, 81963",,,Money Order,$3000,$0.00,$16.17,General Fund,0
HP Server Rack w/Equipment,85955,POLICE DEPARTMENT,01/06/2015,$37.00,$0.00,0.23,$8.51,$8.51,Successful,01/20/2015,,88327,,,Money Order,$3000,$0.00,$28.49,General Fund,0
HP Laser Jet 4000N,85956,HEALTH,01/06/2015,$23.62,$0.54,0.23,$5.43,$5.43,Successful,01/06/2015,,89210,,,3631928911,$3000,$0.00,$18.19,General Fund,0
Desk,85957,HEALTH,01/06/2015,$31.00,$0.71,0.23,$7.13,$7.13,Successful,01/07/2015,,89532,,,3631991301,$3000,$0.00,$23.87,General Fund,0
Christmas Wreath,85958,NASHVILLE CONVENTION CTR,12/18/2014,$10.00,$0.23,0.23,$2.30,$2.30,Successful,01/06/2015,,NCC-76391,,,3631875336,$3000,$0.00,$7.70,Enterprise,0
